	Input x	Input y	KS-d	p-value
999	('LCA', 'Biogas item  E  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1000	('LCA', 'Biogas item  I  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1001	('LCA', 'Biogas item  H  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1002	('LCA', 'Biogas item  H  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1003	('LCA', 'Biogas item  I  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1004	('LCA', 'Biogas item  I  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1005	('LCA', 'Biogas item  H  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1006	('LCA', 'Biogas item  I  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1007	('LCA', 'Biogas item  E  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1008	('LCA', 'Biogas item  H  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1009	('LCA', 'Biogas item  I  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1010	('LCA', 'Biogas item  H  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1011	('LCA', 'Biogas item  I  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1012	('LCA', 'Biogas item  I  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1013	('LCA', 'Biogas item  E  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1014	('LCA', 'Biogas item  H  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1015	('LCA', 'Biogas item  E  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1016	('LCA', 'Biogas item  I  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1017	('LCA', 'Biogas item  H  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1018	('LCA', 'Biogas item  carcinogenics  CF [kg benzen./kg]')	Alternative B	1.0	1.0825088224469026e-05
1019	('LCA', 'Biogas item  H  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1020	('LCA', 'Biogas item  global warming  CF [kg CO2-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
1021	('LCA', 'Biogas item  E  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1022	('LCA', 'Biogas item  I  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1023	('LCA', 'Biogas item  I  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1024	('LCA', 'Biogas item  E  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1025	('LCA', 'Biogas item  H  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1026	('LCA', 'Biogas item  E  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1027	('LCA', 'Biogas item  I  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1028	('LCA', 'Biogas item  E  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1029	('LCA', 'Biogas item  I  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1030	('LCA', 'Biogas item  H  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1031	('LCA', 'Biogas item  E  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1032	('LCA', 'Biogas item  E  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1033	('LCA', 'Biogas item  acidification  CF [moles of ./kg]')	Alternative B	1.0	1.0825088224469026e-05
1034	('LCA', 'Biogas item  eutrophication  CF [kg N/kg]')	Alternative B	1.0	1.0825088224469026e-05
1035	('LCA', 'Biogas item  I  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1036	('LCA', 'Biogas item  E  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1037	('LCA', 'Biogas item  H  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1038	('LCA', 'Biogas item  E  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1039	('LCA', 'Biogas item  E  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1040	('LCA', 'Biogas item  H  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1041	('LCA', 'Biogas item  E  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1042	('LCA', 'Biogas item  photochemical oxidation  CF [kg NOx-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
1043	('LCA', 'Biogas item  E  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1044	('LCA', 'N item  H  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1045	('LCA', 'N item  E  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1046	('LCA', 'N item  H  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1047	('LCA', 'N item  I  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1048	('LCA', 'N item  H  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1049	('LCA', 'N item  E  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1050	('LCA', 'N item  I  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1051	('LCA', 'N item  E  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1052	('LCA', 'N item  H  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1053	('LCA', 'N item  non carcinogenics  CF [kg toluen./kg]')	Alternative B	1.0	1.0825088224469026e-05
1054	('LCA', 'N item  I  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1055	('LCA', 'N item  H  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1056	('LCA', 'N item  ecotoxicity  CF [kg 2,4-D-./kg]')	Alternative B	1.0	1.0825088224469026e-05
1057	('LCA', 'N item  ozone depletion  CF [kg CFC-11./kg]')	Alternative B	1.0	1.0825088224469026e-05
1058	('LCA', 'N item  H  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1059	('LCA', 'N item  I  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1060	('LCA', 'N item  H  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1061	('LCA', 'N item  H  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1062	('LCA', 'N item  I  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1063	('LCA', 'N item  respiratory effects average  CF [kg PM2.5-./kg]')	Alternative B	1.0	1.0825088224469026e-05
1064	('LCA', 'N item  E  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1065	('LCA', 'N item  E  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1066	('LCA', 'N item  I  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1067	('LCA', 'N item  E  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1068	('LCA', 'N item  H  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1069	('LCA', 'N item  I  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1070	('LCA', 'N item  I  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1071	('LCA', 'N item  E  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1072	('LCA', 'N item  I  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1073	('LCA', 'N item  H  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1074	('LCA', 'N item  H  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1075	('LCA', 'N item  I  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1076	('LCA', 'N item  I  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1077	('LCA', 'N item  H  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1078	('LCA', 'N item  I  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1079	('LCA', 'N item  E  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1080	('LCA', 'N item  H  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1081	('LCA', 'N item  I  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1082	('LCA', 'N item  H  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1083	('LCA', 'N item  I  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1084	('LCA', 'N item  I  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1085	('LCA', 'N item  E  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1086	('LCA', 'N item  H  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1087	('LCA', 'N item  E  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1088	('LCA', 'N item  I  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1089	('LCA', 'N item  H  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1090	('LCA', 'N item  carcinogenics  CF [kg benzen./kg]')	Alternative B	1.0	1.0825088224469026e-05
1091	('LCA', 'N item  H  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1092	('LCA', 'N item  global warming  CF [kg CO2-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
1093	('LCA', 'N item  E  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1094	('LCA', 'N item  I  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1095	('LCA', 'N item  I  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1096	('LCA', 'N item  E  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1097	('LCA', 'N item  H  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1098	('LCA', 'N item  E  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1099	('LCA', 'N item  I  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1100	('LCA', 'N item  E  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1101	('LCA', 'N item  I  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1102	('LCA', 'N item  H  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1103	('LCA', 'N item  E  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1104	('LCA', 'N item  E  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1105	('LCA', 'N item  acidification  CF [moles of ./kg]')	Alternative B	1.0	1.0825088224469026e-05
1106	('LCA', 'N item  eutrophication  CF [kg N/kg]')	Alternative B	1.0	1.0825088224469026e-05
1107	('LCA', 'N item  I  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1108	('LCA', 'N item  E  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1109	('LCA', 'N item  H  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1110	('LCA', 'N item  E  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1111	('LCA', 'N item  E  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1112	('LCA', 'N item  H  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1113	('LCA', 'N item  E  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1114	('LCA', 'N item  photochemical oxidation  CF [kg NOx-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
1115	('LCA', 'N item  E  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1116	('LCA', 'P item  H  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1117	('LCA', 'P item  E  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1118	('LCA', 'P item  H  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1119	('LCA', 'P item  I  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1120	('LCA', 'P item  H  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1121	('LCA', 'P item  E  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1122	('LCA', 'P item  I  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1123	('LCA', 'P item  E  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1124	('LCA', 'P item  H  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1125	('LCA', 'P item  non carcinogenics  CF [kg toluen./kg]')	Alternative B	1.0	1.0825088224469026e-05
1126	('LCA', 'P item  I  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1127	('LCA', 'P item  H  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1128	('LCA', 'P item  ecotoxicity  CF [kg 2,4-D-./kg]')	Alternative B	1.0	1.0825088224469026e-05
1129	('LCA', 'P item  ozone depletion  CF [kg CFC-11./kg]')	Alternative B	1.0	1.0825088224469026e-05
1130	('LCA', 'P item  H  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1131	('LCA', 'P item  I  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1132	('LCA', 'P item  H  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1133	('LCA', 'P item  H  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1134	('LCA', 'P item  I  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1135	('LCA', 'P item  respiratory effects average  CF [kg PM2.5-./kg]')	Alternative B	1.0	1.0825088224469026e-05
1136	('LCA', 'P item  E  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1137	('LCA', 'P item  E  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1138	('LCA', 'P item  I  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1139	('LCA', 'P item  E  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1140	('LCA', 'P item  H  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1141	('LCA', 'P item  I  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1142	('LCA', 'P item  I  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1143	('LCA', 'P item  E  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1144	('LCA', 'P item  I  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1145	('LCA', 'P item  H  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1146	('LCA', 'P item  H  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1147	('LCA', 'P item  I  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1148	('LCA', 'P item  I  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1149	('LCA', 'P item  H  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1150	('LCA', 'P item  I  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1151	('LCA', 'P item  E  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1152	('LCA', 'P item  H  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1153	('LCA', 'P item  I  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1154	('LCA', 'P item  H  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1155	('LCA', 'P item  I  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1156	('LCA', 'P item  I  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1157	('LCA', 'P item  E  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1158	('LCA', 'P item  H  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1159	('LCA', 'P item  E  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1160	('LCA', 'P item  I  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1161	('LCA', 'P item  H  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1162	('LCA', 'P item  carcinogenics  CF [kg benzen./kg]')	Alternative B	1.0	1.0825088224469026e-05
1163	('LCA', 'P item  H  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1164	('LCA', 'P item  global warming  CF [kg CO2-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
1165	('LCA', 'P item  E  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1166	('LCA', 'P item  I  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1167	('LCA', 'P item  I  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1168	('LCA', 'P item  E  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1169	('LCA', 'P item  H  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1170	('LCA', 'P item  E  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1171	('LCA', 'P item  I  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1172	('LCA', 'P item  E  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1173	('LCA', 'P item  I  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1174	('LCA', 'P item  H  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1175	('LCA', 'P item  E  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1176	('LCA', 'P item  E  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1177	('LCA', 'P item  acidification  CF [moles of ./kg]')	Alternative B	1.0	1.0825088224469026e-05
1178	('LCA', 'P item  eutrophication  CF [kg N/kg]')	Alternative B	1.0	1.0825088224469026e-05
1179	('LCA', 'P item  I  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1180	('LCA', 'P item  E  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1181	('LCA', 'P item  H  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1182	('LCA', 'P item  E  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1183	('LCA', 'P item  E  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1184	('LCA', 'P item  H  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1185	('LCA', 'P item  E  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1186	('LCA', 'P item  photochemical oxidation  CF [kg NOx-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
1187	('LCA', 'P item  E  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1188	('LCA', 'K item  H  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1189	('LCA', 'K item  E  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1190	('LCA', 'K item  H  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1191	('LCA', 'K item  I  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1192	('LCA', 'K item  H  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1193	('LCA', 'K item  E  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1194	('LCA', 'K item  I  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1195	('LCA', 'K item  E  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1196	('LCA', 'K item  H  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1197	('LCA', 'K item  non carcinogenics  CF [kg toluen./kg]')	Alternative B	1.0	1.0825088224469026e-05
1198	('LCA', 'K item  I  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1199	('LCA', 'K item  H  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1200	('LCA', 'K item  ecotoxicity  CF [kg 2,4-D-./kg]')	Alternative B	1.0	1.0825088224469026e-05
1201	('LCA', 'K item  ozone depletion  CF [kg CFC-11./kg]')	Alternative B	1.0	1.0825088224469026e-05
1202	('LCA', 'K item  H  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1203	('LCA', 'K item  I  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1204	('LCA', 'K item  H  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1205	('LCA', 'K item  H  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1206	('LCA', 'K item  I  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1207	('LCA', 'K item  respiratory effects average  CF [kg PM2.5-./kg]')	Alternative B	1.0	1.0825088224469026e-05
1208	('LCA', 'K item  E  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1209	('LCA', 'K item  E  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1210	('LCA', 'K item  I  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1211	('LCA', 'K item  E  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1212	('LCA', 'K item  H  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1213	('LCA', 'K item  I  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1214	('LCA', 'K item  I  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1215	('LCA', 'K item  E  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1216	('LCA', 'K item  I  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1217	('LCA', 'K item  H  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1218	('LCA', 'K item  H  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1219	('LCA', 'K item  I  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1220	('LCA', 'K item  I  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1221	('LCA', 'K item  H  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1222	('LCA', 'K item  I  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1223	('LCA', 'K item  E  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1224	('LCA', 'K item  H  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1225	('LCA', 'K item  I  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1226	('LCA', 'K item  H  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1227	('LCA', 'K item  I  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1228	('LCA', 'K item  I  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1229	('LCA', 'K item  E  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1230	('LCA', 'K item  H  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1231	('LCA', 'K item  E  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1232	('LCA', 'K item  I  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1233	('LCA', 'K item  H  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1234	('LCA', 'K item  carcinogenics  CF [kg benzen./kg]')	Alternative B	1.0	1.0825088224469026e-05
1235	('LCA', 'K item  H  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1236	('LCA', 'K item  global warming  CF [kg CO2-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
1237	('LCA', 'K item  E  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1238	('LCA', 'K item  I  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1239	('LCA', 'K item  I  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1240	('LCA', 'K item  E  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1241	('LCA', 'K item  H  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1242	('LCA', 'K item  E  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1243	('LCA', 'K item  I  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1244	('LCA', 'K item  E  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1245	('LCA', 'K item  I  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1246	('LCA', 'K item  H  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1247	('LCA', 'K item  E  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
1248	('LCA', 'K item  E  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
